loss,mean_absolute_percentage_error,val_loss,val_mean_absolute_percentage_error
0.015469495533864962,93416.16733187644,0.007271102925931866,16.898906813160835
0.006152950091366197,85871.66295894176,0.005669836481159915,16.985651597619693
0.004984611076578288,73815.89687776378,0.005768596948375145,13.747170704996309
0.0043960463817935315,66366.29127883303,0.003908400327538318,12.024247628482268
0.004042637456873073,64468.43263103825,0.003923674792619073,14.936892966748134
0.0038139777238799934,52265.18896510362,0.0040840268759272744,12.387715370259821
0.0037981450437030322,66876.80687795057,0.004411408983987761,12.8360554190243
0.0036850811441826847,55884.79212884357,0.003398116310699818,11.301029946502306
0.0035776009802387355,58287.450804327666,0.0032762106667387292,11.54442318833023
0.003508125538128852,56349.737994212475,0.004433315699677682,12.335244865553477
0.003539418820160585,56996.13746071381,0.0031896806952880557,11.225855949728247
0.0034429492539520693,69234.29029405172,0.003377718462504168,13.026910904257056
0.0034536607962259106,62696.26806673399,0.0031295912228225865,11.276766464246998
0.003365484429654521,56185.33865796855,0.0032182617068171183,11.178672455636363
0.0033296898779122622,59686.765995387585,0.0031366126521352724,11.944466142093434
0.0032971405781840493,54294.95652381807,0.0035111524227760906,11.279972326309286
0.00331125274641623,59279.499706003786,0.0032965918851820437,11.235472995329669
0.0033330150776293495,58965.48642233387,0.003186383264707053,11.664234956955527
0.0032867340506120045,64133.90353222968,0.0031585759261652906,10.91260241952172
0.003247592194626729,63373.581143341245,0.0032221600292964363,10.976849168379676
0.0032529178069371015,57679.41902080733,0.0036404579400571326,11.7082563458067
0.0032405196151263278,62667.20233120108,0.0032275050381321375,11.850794861873416
0.0032107486455600727,63142.082338969274,0.003209206029530382,11.482955869718882
0.003216245327092392,60534.58457652706,0.0030965442315188905,11.481919953317353
0.0031634644884616136,58180.00094263999,0.0033429667960400834,11.301184917728744
0.003226091463048833,62090.72107587555,0.0031297107711899196,12.01515318110665
0.0031452984499259736,55241.944764381195,0.003616135554145789,12.604081121570498
0.003174727175017478,66866.31407671933,0.0032655399163218743,11.081094286233558
0.0031751104577623763,62046.847261959665,0.0034930522669000476,11.697012971004275
0.0031813448002483225,60278.068759375914,0.0032038743567857192,10.973214933153992
0.0031724920112884522,58782.523728107575,0.0030998441057840825,11.17671121675488
0.0031440903716436434,57399.30045446548,0.0031161045559321707,11.974817469795758
0.0031955066032515306,58408.71032822533,0.0031605897817441964,11.279149363172671
0.003098869682792487,56821.51288386332,0.0031177550292807946,11.724974729160573
0.003159997036304552,63269.917473076835,0.003127805293502814,10.849605762597287
0.003087264474551303,64940.23924068827,0.0031792448601999225,10.999724619316332
0.0031026677712098533,64158.07026829572,0.0030947957613709615,11.847917878054043
0.003085678872201994,60476.9787487587,0.0031115551924900736,11.26468195549732
0.0031278477655942312,63447.23652088756,0.0030831225584103407,11.06592834187064
0.003099164767846675,56920.918834002856,0.0032726461939354312,11.081579422568256
0.0030834477518995604,62846.50914937624,0.0031114280437170767,10.865810601681524
0.00306812531817617,65169.67009008524,0.0036710869735057023,11.955273288244019
0.0030972046598337346,68264.54036751045,0.003124297194767232,10.77587453736766
0.003044788251180604,59873.6278179337,0.003248827606638804,11.17590181755297
0.003108562473338884,59848.77802425313,0.0033125020455695197,11.787852448788131
0.0031072679216243293,64933.012038590874,0.0031718449881250528,11.541129659628911
0.0030678232832256477,59716.41210219298,0.0031518462465149675,10.788843584995643
0.003070541358740887,60824.73744803684,0.0030876455501505505,10.906387262803348
0.0030560022972069435,58300.14942915241,0.0030993692611747566,11.342893763659472
0.0030254227054161086,55116.34067901003,0.003318660736495692,12.032596343341359
0.0030780701083021824,58911.60219035279,0.003331749724911496,13.093147869416098
0.003042159992239565,55611.88741142165,0.0032612079419959304,12.246911808768695
0.003106308414124197,58049.32658465999,0.0031624905115122943,10.915923997467639
0.0030697730606850326,64593.313811007574,0.003294523912042034,11.282761857683859
0.0030796613993271838,64279.442532686764,0.0032388304352740393,11.841258844589804
0.0030481338950022704,62232.76468271497,0.0030976105813408494,10.780872802258388
0.0030278037008807553,54696.719260261605,0.003111223454890962,11.827987239110065
0.0030553876969770925,59069.67476295221,0.00318500552983845,11.815695568839496
0.003042459841555273,60070.37499356409,0.003082198860728034,10.85809761020164
0.003050398087968499,64205.888342668775,0.003188279435808858,11.62399818128018
0.0030147543864350924,62030.187081188145,0.0031647292283694005,11.833097281090504
0.0030643725494893504,62991.90536653187,0.003080097379481649,11.649853031478038
0.003040399708360993,58504.572612369164,0.0030982420006152676,11.690979581890684
0.0030398202634595787,63967.24963774471,0.0030952770966013858,11.661888528847651
0.0030139881233409256,61481.88699190722,0.0030853559795116304,10.771055292955694
0.0030521641821193864,64272.39286119417,0.003258775687260211,11.53330809207311
0.0030423366039676564,58945.03983164272,0.0033117343029156724,11.149956662387133
0.003018388645767186,63124.022268138404,0.0032672526650197155,12.026160236773432
0.003010120273747005,65079.31728203984,0.003118504558020867,10.78639492334104
0.0030217809072682557,67989.47535112103,0.0031221268782408744,10.813230817118217
0.0030168290985442105,56827.2971989654,0.0030771258752793074,11.52904217595935
0.0030200135993373365,58398.87797186229,0.0032498912542142013,11.098710454509007
0.0029915068503644127,56010.457769187604,0.003089655947302088,11.114630622659774
0.003024931666375676,56598.50123884013,0.00329997470526028,12.22082735085445
0.0030031268743736924,59125.13479342035,0.0032101556187273134,11.000969959877816
0.0030434763968480586,55449.55273432808,0.0030713405695855086,11.105026396413113
0.00302404753374102,57348.30483428472,0.003263890399612526,10.913075494681237
0.00300902469354756,59453.81486244775,0.0030827398508216078,11.591848446511117
0.002990674244178713,58064.47034461169,0.0031927359276310062,11.210905200869854
0.003015097815744544,58317.19427987076,0.0034716218857695604,11.584037828360437
0.003018324524820061,61031.61726802683,0.003067382856200776,10.819866559509713
0.0029981254419408072,57387.8316508937,0.003060633239025871,11.070899883481058
0.0030057030615392426,62231.05724196707,0.0031504779228186917,10.915963057315711
0.003032860397208185,57611.275950470685,0.003053700710346328,11.06605679211132
0.003007022539074992,60759.30466907931,0.0031788731886176875,11.705786635318967
0.003008743792973424,60320.06016393187,0.003065010063755268,10.7835331252127
0.0029953138862557254,56641.83960388685,0.0031355730251287927,10.796858530843535
0.0030291334799372816,62349.48548967818,0.0030764244901889575,11.520108936942197
0.0030003114012747724,59581.052869371044,0.003144918952167114,11.794650341312728
0.0029695562950986932,54674.80549703912,0.0031247252947858364,11.33214329398252
0.0030141058447880086,61852.827897848925,0.003066658009169042,11.003141185604102
0.0029708856535297186,57664.00396444813,0.0031519034456581195,11.540257547415939
0.002994736989505344,56425.09128460808,0.003092863952654701,10.948815971347312
0.0029705340363207697,60269.57003165393,0.0030865284631696136,10.880392234380658
0.0029978264985439924,59655.819376028,0.0030845186221554423,10.780597875462496
